No,base_url,section,section_url,group,group_url,url,sub_urls,title,title_kanji,title_kana,description,文字数,ステータス,修正後回答,用語(Kanji),用語(Hiragana),類義(synonyms1),類義(synonyms2),類義(synonyms3),類義(synonyms4),類義(synonyms5),類義(synonyms6),類義(synonyms7),類義(synonyms8),類義(synonyms9),類義(synonyms10),,,,,メモ(memo),受領日
322,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/budda.html,,仏陀 （ぶっだ）,仏陀,ぶっだ,目覚めた者、悟ったものの意。梵語の「ブッダ」の音写語。かつては聖者に対する一般的な呼び名でしたが、現在では釈迦の尊称として用いられています。,70,修正中,目覚めた者、悟ったものことをいいます。梵語の「ブッダ」の音写語。かつては聖者に対する一般的な呼び名でしたが、現在では釈迦の尊称として用いられています。,仏陀,ぶっだ,,,,,,,,,,,,,,,,20/4/18
657,https://www.e-sogi.com/glossary/,,,ふ,https://www.e-sogi.com/glossary/#ふ,https://www.e-sogi.com/glossary/#1461815396-174043,url:http://www.e-butsudan.com/ title:仏壇と仏壇店さがしなら「いい仏壇」,仏壇,,,"仏教において、先祖や故人の位牌（いはい）を納め、本尊を祭る壇。
本尊や仏壇の飾り方は、宗旨宗派によって違いがある。
一般的には、日々の供養や故人との対話などは仏壇で行い、お盆やお彼岸といった季節の法要は墓前で営むことが多い。",112,修正中,仏教においてご先祖様や故人様のご位牌を納めて本尊を祀る壇です。仏壇の飾り方は宗旨宗派によって異なります。,仏壇,ぶつだん,,,,,,,,,,,,,,,,20/4/18
324,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/buppann.html,,仏飯 （ぶっぱん）,仏飯,ぶっぱん,仏壇に供える炊き立ての御飯。仏飯は、朝お供えして昼下げるのが一般的です。また仏壇には新鮮な花を飾り、一日一回水またはお茶、御灯明、香、お経を上げておまつりします。飲食供養には他に、法事のとき「霊供膳」といって霊膳をお供えします。,114,修正中,仏壇に供える炊き立ての御飯のことをいいます。仏飯は朝お供えして昼下げるのが一般的です。また仏壇には新鮮な花を飾り、一日一回水またはお茶、御灯明、香、お経を上げてお祀りします。飲食供養には他に法事のとき「霊供膳」といって霊膳をお供えします。,仏飯,ぶっぱん,,,,,,,,,,,,,,,,20/4/18
323,http://souzoku-sougi.com/publics/index/139/,は行,http://souzoku-sougi.com/publics/index/139/#page139_368_630,,,http://souzoku-sougi.com/publics/index/139/#page139_130_566,,物納(ぶつのう),物納,ぶつのう,相続した財産（物）で相続税を納付する方法をいいます。相続税の納税は金銭こよる一括納付が原則ですが、資金の面から金銭による納付が困難な場合で、延納によっても金銭で納付することが困難な場合に認められています。物納に充てることができる財産は、納税義務者の課税価格計算の基礎となった財産（その相続財産により取得した財産を含む）で①国債及び地方債、②不動産及び船舶、⑧社債及び株式ならびに証券投資信託または貸付信託の受益証券、④動産とされています。,219,修正中,相続した財産（物）で相続税を納付する方法をいいます。相続税の納税は金銭こよる一括納付が原則ですが、資金の面から金銭による納付が困難な場合で、延納によっても金銭で納付することが困難な場合に認められています。,物納,ぶつのう,,,,,,,,,,,,,,,相続？,20/4/18
658,https://www.e-sogi.com/glossary/,,,ふ,https://www.e-sogi.com/glossary/#ふ,https://www.e-sogi.com/glossary/#1461749470-875059,,分骨,,,"遺骨を分けること、または分けられた遺骨。
分骨することにより2カ所に納骨したり、一部を散骨にしたりすることも可能となる。",60,修正中,ご遺骨を分けること、分けられたご遺骨を指します。分骨によって2カ所に納骨したり、一部を散骨したりすることも可能です。,分骨,ぶんこつ,,,,,,,,,,,,,,,,20/4/18
325,http://www.sakata-sousai.com/word/,は行,,,,http://www.sakata-sousai.com/word/word_100.html,,墳墓 ふんぼ,墳墓,ふんぼ,墓地内に設けられた個別の墓のこと。個人単位の個人墓、夫婦単位の夫婦墓、家単位の家墓、共同利用の共同（合葬）墓などの形態がある。遺骨を埋蔵する場所、施設のこと。一般にその上には墓石が建てられる。,96,修正中,墓地内に設けられた個別のお墓のことをいいます。個人単位の個人墓、夫婦単位の夫婦墓、家単位の家墓、共同利用の共同墓などの形態があります。,墳墓,ふんぼ,,,,,,,,,,,,,,,,17/5/18
659,https://www.e-sogi.com/glossary/,,,へ,https://www.e-sogi.com/glossary/#へ,https://www.e-sogi.com/glossary/#1461815689-092920,url:http://www.e-sogi.com/okonau/nenki.html title:年忌法要,併修,,,"異なる年忌法要が同じ年に重なるとき、施主・参列者ともに負担を減らすため、2つ（あるいは2つ以上）の法要をまとめて執り行うこと。「合斎（ごうさい・がっさい）」とも言われる。
特に、法要を行う寺が同じ親類同士などの場合によく行われる。
ただし、一周忌までは故人だけで単独の法要を行うことが望ましいとされる。",151,修正中,異なる年忌法要が同じ年に重なるとき、施主・参列者ともに負担を減らすため、2つ（あるいは2つ以上）の法要をまとめて執り行うことを言います。「合斎（ごうさい・がっさい）」とも言われます。,併修,へいしゅう,,,,,,,,,,,,,,,,20/4/18
326,https://www.aoba-c.com/%E8%91%AC%E5%84%80%E3%81%AE%E8%B1%86%E7%9F%A5%E8%AD%98/%E8%91%AC%E5%84%80%E7%94%A8%E8%AA%9E%E9%9B%86/,,,,,,,幣帛　神饌（へいはく、しんせん）,幣帛　神饌,へいはく、しんせん,神前に奉納するものは総称して、幣帛（みてぐら、へいはく）といいます。「帛」は布のことで布帛は麻、木綿、絹織物のことです。古代では布帛がとても貴重品だったので、人々が手を掛けて織り上げた布帛は、神を崇拝する気持ちをこめて捧げ物につかわれていました。,123,修正中,神前に奉納するものを総称していいます。「帛」は布のことで布帛は麻、木綿、絹織物のことです。現代では、布以外にも、紙、玉、衣服、酒、貨幣などをお供えします。,幣帛,へいはく,,,,,,,,,,,,,,,,17/5/18
660,https://www.e-sogi.com/glossary/,,,へ,https://www.e-sogi.com/glossary/#へ,https://www.e-sogi.com/glossary/#1461749535-760770,,閉眼法要,,,"古いお墓を建て直したり、別の場所に改葬する際に行われる仏教的儀式で、「魂抜き」とも呼ばれる。
「開眼法要」の対義語。",58,修正中,お墓の建て直しや、別の場所へ改葬の際に行われる仏教における儀式です。,閉眼法要,へいがんほうよう,,,,,,,,,,,,,,,「魂抜き」,20/4/18
418,https://www.aeonlife.jp/glossary/,わ行,https://www.aeonlife.jp/glossary/word/wa_list.html,わ,,https://www.aeonlife.jp//glossary/word/wakarebana.html,,別れ花 （わかればな）,別れ花,わかればな,納棺あるいは、出棺時に死者に手向ける花。棺の蓋を開け、葬儀に供えられた花を遺体の周囲に飾ります。この最後の対面は、遺族、近親者で行います。また棺には故人の愛用の遺品を入れ、棺の蓋をします。,94,修正中,納棺時や出棺時に死者に手向ける花のことをいいます。棺の蓋を開け、ご葬儀に供えられた花をご遺体の周囲に飾ります。この最後の対面は、遺族と近親者で行います。,別れ花,わかればな,,,,,,,,,,,,,,,,20/4/18
661,https://kotobank.jp/dictionary/sougi/,,,葬儀辞典,,https://kotobank.jp/word/%E8%BF%94%E7%A4%BC%E5%93%81-1457317,url:https://kotobank.jp/dictionary/sougi/word/%E9%A6%99%E5%85%B8%E8%BF%94%E3%81%97-496754 title:香典返し,返礼品,,,一般に、葬儀にかかわった方々に振る舞う品物のこと。通夜返礼品、会葬返礼品、香典返し、法事返礼品がある。後日に香典返しを送る事に代えて、通夜・告別式の当日に返礼品を会場でお渡しする「当日返し」もあります。,101,修正中,ご葬儀に参列されるなど、関わった方々に振る舞うためのお礼の品物のことです。通夜返礼品や会葬返礼品、香典返し、法事返礼品などがあります。,返礼品,へんれいひん,,,,,,,,,,,,,,,,20/4/18
338,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/boshi.html,,墓誌 （ぼし）,墓誌,ぼし,墓碑銘。時代が移っても、墓の主が誰かかを明らかにする文。単独の場合には、正面に戒名 （法名）や、没年月日、側面や裏面に生前の業績などを刻みます。合祀の墓石では「○○家之墓」「○○家先祖代々の墓」などと彫刻し、「南無阿弥陀仏」などの名号「南無妙法蓮華経」などの題目を刻んだりすることもあります。,146,修正中,墓碑銘のことを言います。時代が移っても、墓の主が誰かを明らかにする文。単独の場合には、正面に戒名 （法名）や、没年月日、側面や裏面に生前の業績などを刻みます。,墓誌,ぼし,,,,,,,,,,,,,,,,20/4/18
339,http://www.aoisousai.net/category/1531697.html,,,,,,,ぼしょ(墓所),墓所,ぼしょ,一般的には墓地内の墳墓の区域・施設を言う。通常の形態は隣接との境界線を明らかにするため外柵を設け、地面下に遺骨を収納するカロートを設け、上には記念碑となる墓石を置く。,83,修正中,一般的には墓地内の墳墓の区域・施設のことをいいます。通常の形態は隣接との境界線を明らかにするため外柵を設け、地面下に遺骨を収納するカロートを設け、上には記念碑となる墓石を置きます。,墓所,ぼしょ,,,,,,,,,,,,,,,,17/5/18
340,https://www.aeonlife.jp/glossary/,は行,https://www.aeonlife.jp/glossary/word/ha_list.html,は,,https://www.aeonlife.jp//glossary/word/boseki.html,,墓石 （ぼせき）,墓石,ぼせき,寺院の墓地や、霊園におまつりしてあるお墓の石。墓石の材料は、花岡石 （御影石）や安山岩が多く、値段は種類、大きさによって異なります。最近では輸入物も多く見られます。なお新しい墓地を買った場合には、周囲を石で囲い、盛り土をして砂利を敷きつめ、納骨室を作るなどの工事が必要です。,137,修正中,墓地や霊園にお祀りしてあるお墓の石のこと。墓石の材料は、花岡石 （御影石）や安山岩が多く、値段は種類、大きさによって異なります。,墓石,ぼせき,,,,,,,,,,,,,,,,20/4/18
662,https://kotobank.jp/dictionary/sougi/,,,葬儀辞典,,https://kotobank.jp/word/%E5%A2%93%E5%89%8D%E7%A5%AD-1457322,"url:https://kotobank.jp/dictionary/sougi/word/%E9%81%BA%E9%AA%A8-431726 title:遺骨
url:https://kotobank.jp/dictionary/sougi/word/%E5%9F%8B%E8%91%AC%E7%A5%AD-1457330 title:埋葬祭",墓前祭,,,神式の葬儀では、本来火葬後すぐに墓地に遺骨を埋葬します。しかし近年では、遺骨を自宅に持ち帰りお祀りし、五十日祭までに埋葬する傾向にあります。遺骨を墓に納めたあと、銘旗や花などを供えて祈ります。＝埋葬祭,100,修正中,神道においてご遺骨をお墓に納めた後に、銘旗やお花などを供えて祈ることです。,墓前祭,ぼぜんさい,,,,,,,,,,,,,,,埋葬祭,20/4/18
